"BirdID","Disperse","Inherit","DispersalDate","DispersalMonth2","NatalTerritory","DisperseTerritoryID","DisperseStatus","NatalStatus","DisperseStatus2","Age_at_disp1","Age_at_disp2","BirthDate1","BirthDate2","Reached_min_age_1","Reached_min_age_2","DispersalYear","BirthYear1","BirthYear2","PopDensity.all","PopDensity.old","GroupSize.all","GroupSize.old","NoTranslocationEvents","TranslocationYN","Distance","NatalTerritorySize","DisperseTerritorySize","InsectAbundance","InsectDensity","SexEstimate","Novel.object.score","StndBody.mass","BodyMass","Weather","Observer","TentColour","ExplorationBranchOrientation","ReleaseMethod","Time.between.tests","Social.status","TentPoles","BranchHeight","Days.into.season","Testno","Ageclass","Age_sd","Age_sq","Age_sq_sd","Season"
1660,0,1,NA,NA,8,NA,NA,NA,NA,NA,NA,"2002-03-18","2002-03-18",1,1,NA,2002,2002,267,265,4,4,2,"Y",NA,NA,NA,1136.736848003,3.127143292,0,18,-0.440771293,14.39999962,"S","MB","G","P","P",455,"Primary",0,0,106,1,"A",1.541609482,17631601,1.929001858,106.1
1707,1,NA,"2003-02-02","W",66,77,"BrF","ABX",1,410,410,"2001-12-19","2001-12-19",NA,NA,2003,2001,2001,333,270,4,4,NA,"N",483.735464897913,970,2037,NA,NA,0,5,-0.602826595,14,"P","HE","B","D","P",928,"Primary",0,0,49,1,"A",1.483980973,16646400,1.806686587,49.2
1729,1,NA,"2002-01-17","W",47,20,"BrM","CH",1,138,138,"2001-09-01","2001-09-01",NA,NA,2002,2001,2001,275,256,3,2,NA,"N",294.416371827383,1737,1666,NA,NA,1,136,0.300866059,15.60000038,"P","MB","G","D","P",581,"Primary",0,0,54,2,"A",1.892707544,24245776,2.750168914,54.2
1729,1,NA,"2002-01-17","W",47,20,"BrM","CH",1,138,138,"2001-09-01","2001-09-01",NA,NA,2002,2001,2001,275,256,3,2,NA,"N",294.416371827383,1737,1666,NA,NA,1,58,0.438866656,15.5,"S","LMG","G","P","H",306,"Primary",0,0,52,1,"A",1.611344821,18861649,2.081715521,52.1
1763,1,NA,"2003-02-02","W",17,3,"BrF","CH",1,239,206,"2002-06-08","2002-07-11",NA,NA,2003,2002,2002,333,270,3,2,NA,"N",270.534655820655,1562,2167,NA,NA,0,32,-0.546842264,14.19999981,"C","MB","G","P","P",0,"Primary",0,0,117,1,"A",1.507226086,17040384,1.855600727,117.1
1821,1,NA,"2003-02-02","W",139,54,"BrF","CH",1,170,170,"2002-08-16","2002-08-16",NA,NA,2003,2002,2002,333,270,3,2,NA,"N",426.431706138275,2464,1099,NA,NA,0,13,-0.310769231,16,"C","MB","G","P","P",196,"Primary",0,0,74,1,"A",1.452987489,16128256,1.74235766,74.1
1824,1,NA,"2008-11-03","W",22,36,"BrF","ABX",1,1912,1912,"2003-08-10","2003-08-10",NA,NA,2008,2003,2003,361,329,5,5,1,"Y",159.298462013919,1809,2169,981.912924396,2.75125573,0,63,-0.092698715,17,"S","LMG","G","P","H",43,"Primary",0,0,67,1,"A",1.275743501,13322500,1.394015743,67.1
1824,1,NA,"2008-11-03","W",22,36,"BrF","ABX",1,1912,1912,"2003-08-10","2003-08-10",NA,NA,2008,2003,2003,361,329,5,5,1,"Y",159.298462013919,1809,2169,981.912924396,2.75125573,0,77,-0.046698517,14.30000019,"C","HE","B","P","H",332,"Primary",0,0,34,2,"A",1.4365222,15856324,1.708596593,34.1
1869,1,NA,"2005-03-20","W",83,154,"BrM","ABX",1,591,591,"2003-08-07","2003-08-07",NA,NA,2005,2003,2003,294,267,5,5,1,"Y",333.677988485905,1903,1333,757.701528839,3.151624758,1,90,0.085230772,15.89999962,"P","HE","B","P","P",0,"Primary",0,0,40,1,"A",1.367755407,14745600,1.570697315,40.2
2966,1,NA,"2005-01-13","W",8,24,"BrM","OFL",1,322,322,"2004-02-26","2004-02-26",NA,NA,2005,2004,2004,313,284,6,4,1,"Y",154.673850407882,1884,1532,757.701528839,3.151624758,1,88,0.096546702,16.39999962,"P","HE","B","P","P",383,"Primary",0,0,47,1,"A",1.272837862,13278736,1.388582329,47.2
2986,1,NA,"2005-03-20","W",69,82,"BrF","ABX",1,379,379,"2004-03-06","2004-03-06",NA,NA,2005,2004,2004,294,267,3,3,1,"Y",383.01566547597,1180,2329,757.701528839,3.151624758,0,43,0.248107547,16.10000038,"C","MB","G","P","P",0,"Primary",0,0,117,1,"A",1.198744064,12187081,1.253050517,117.1
2991,1,NA,"2005-01-13","W",83,179,"BrM","ABX",1,412,412,"2003-11-28","2003-11-28",NA,NA,2005,2003,2003,313,284,4,4,1,"Y",55.9016994374947,1903,1650,757.701528839,3.151624758,1,50,0.38030634,16.5,"C","HE","B","D","P",0,"Primary",0,0,50,1,"A",1.141115555,11370384,1.151655456,50.2
2991,1,NA,"2005-01-13","W",83,179,"BrM","ABX",1,412,412,"2003-11-28","2003-11-28",NA,NA,2005,2003,2003,313,284,4,4,1,"Y",55.9016994374947,1903,1650,757.701528839,3.151624758,1,48,0.288305943,16.10000038,"P","HE","B","P","P",488,"Primary",0,0,22,2,"A",1.377440871,14899600,1.589816817,22.1
3085,1,NA,"2007-06-28","S",3,20,"BrF","H",1,978.958333333333,978.958333333333,"2004-10-22","2004-10-22",NA,NA,2007,2004,2004,393,349,6,5,NA,"N",57.2800139664787,2167,2583,578.85254053,2.824358152,0,45,-0.588883726,14.39999962,"S","MB","G","D","P",976,"Primary",0,0,43,1,"A",1.331919191,14182756,1.500818767,43.2
3094,1,NA,"2006-03-12","W",128,53,"BrF","ABX",1,553,553,"2004-09-05","2004-09-05",NA,NA,2006,2004,2004,384,317,5,4,NA,"N",195.501918149158,1045,2655,757.7015,3.849519826,0,107,0.238226943,16.60000038,"P","HE","B","P","P",336,"Primary",0,0,20,2,"A",1.239907285,12787776,1.327628366,20.1
3094,1,NA,"2006-03-12","W",128,53,"BrF","ABX",1,553,553,"2004-09-05","2004-09-05",NA,NA,2006,2004,2004,384,317,5,4,NA,"N",195.501918149158,1045,2655,757.7015,3.849519826,0,54,0.054226147,15.5,"S","LMG","G","P","P",171,"Primary",0,0,49,1,"A",1.077191494,10497600,1.043297049,49.1
3462,1,NA,"2006-03-12","W",101,40,"BrF","ABX",1,330,330,"2005-04-16","2005-04-16",NA,NA,2006,2005,2005,384,317,4,4,NA,"N",420.019047187148,2081,1315,757.7015,3.849519826,0,93,-0.103055452,16,"P","HE","B","D","P",0,"Primary",0,0,54,1,"A",0.898494687,8242641,0.763338015,54.2
3462,1,NA,"2006-03-12","W",101,40,"BrF","ABX",1,330,330,"2005-04-16","2005-04-16",NA,NA,2006,2005,2005,384,317,4,4,NA,"N",420.019047187148,2081,1315,757.7015,3.849519826,0,111,0.034945144,14.89999962,"P","HE","B","P","P",355,"Primary",0,0,44,2,"A",1.070411669,10407076,1.032058259,44.2
3486,1,NA,"2007-06-18","S",1,116,"BrM","ABX",1,735.958333333333,735.958333333333,"2005-06-12","2005-06-12",NA,NA,2007,2005,2005,393,349,4,4,NA,"N",490.567018866943,887,1985,578.85254053,2.824358152,1,78,0.43438753,15,"S","HE","G","P","P",12,"Primary",0,0,78,2,"A",0.955638923,8934121,0.849187059,78.1
3486,1,NA,"2007-06-18","S",1,116,"BrM","ABX",1,735.958333333333,735.958333333333,"2005-06-12","2005-06-12",NA,NA,2007,2005,2005,393,349,4,4,NA,"N",490.567018866943,887,1985,578.85254053,2.824358152,1,1,0.250386735,17.5,"S","HE","G","P","H",0,"Primary",0,0,66,1,"A",0.949827645,8862529,0.840298725,66.1
3643,1,NA,"2006-07-19","S",113,109,"BrM","FL",1,293.958333333333,293.958333333333,"2005-09-28","2005-09-28",NA,NA,2006,2005,2005,389,332,3,2,NA,"N",95,1783,1107,826.155111578,3.293563544,1,23,0.142398922,16,"S","LMG","G","P","P",336,"Primary",0,0,88,1,"A",0.908180151,8357881,0.777645361,88.1
3694,1,NA,"2005-06-12","S",69,123,"BrF","CH",1,187.958333333333,187.958333333333,"2004-12-06","2004-12-06",NA,NA,2005,2004,2004,294,267,3,3,NA,"N",90,1856,2105,757.701528839,3.151624758,0,2,-0.46701635,14,"C","HE","G","P","P",0,"Primary",0,0,82,1,"A",1.048619376,10118761,0.996263201,82.1
3699,1,NA,"2007-04-07","W",55,169,"BrF","ABX",1,545.958333333333,545.958333333333,"2005-10-08","2005-10-08",NA,NA,2007,2005,2005,357,325,9,5,NA,"N",60.2992537267253,3193,2134,578.85254053,2.824358152,0,9,0.16666916,16,"S","LMG","G","P","P",0,"Primary",0,0,31,1,"A",0.875733847,7974976,0.730106708,31.1
4803,1,NA,"2006-11-04","W",63,121,"BrF","H",1,322,322,"2005-12-17","2005-12-17",NA,NA,2006,2005,2005,389,332,6,5,NA,"N",137.535449975634,1570,1991,826.155111578,3.293563544,0,1,0.050720698,15.5,"S","LMG","G","P","P",0,"Primary",0,0,65,1,"A",0.858300012,7772944,0.705023909,65.1
4860,1,NA,"2007-05-06","S",54,480,"BrM","H",1,359.958333333333,359.958333333333,"2006-05-11","2006-05-11",NA,NA,2007,2006,2006,389,332,5,4,NA,"N",180.069431053691,1657,936,826.155111578,3.293563544,1,65,0.118128684,16,"S","SH","B","D","P",0,"Primary",0,0,44,1,"A",0.704785411,6105841,0.498048729,44.2
4885,1,NA,"2007-07-20","S",20,155,"BrF","ABX",1,348.958333333333,348.958333333333,"2006-08-05","2006-08-05",NA,NA,2007,2006,2006,357,325,4,4,NA,"N",527.412551993219,2583,1434,578.85254053,2.824358152,0,54,-0.15679492,15,"C","HE","G","P","P",1,"Primary",0,0,43,2,"A",0.735778896,6426225,0.537825237,43.1
4885,1,NA,"2007-07-20","S",20,155,"BrF","ABX",1,348.958333333333,348.958333333333,"2006-08-05","2006-08-05",NA,NA,2007,2006,2006,357,325,4,4,NA,"N",527.412551993219,2583,1434,578.85254053,2.824358152,0,19,0.119206273,16,"S","HE","G","P","P",291,"Primary",0,0,42,1,"A",0.735294622,6421156,0.537195907,42.1
4892,1,NA,"2007-11-12","W",72,173,"BrM","ABX",1,455,455,"2006-08-14","2006-08-14",NA,NA,2007,2006,2006,393,349,6,5,NA,"N",48.2597140480546,1914,2182,578.85254053,2.824358152,1,84,0.619142548,17,"C","MB","G","P","P",340,"Primary",0,0,84,1,"A",0.751275638,6589489,0.558094888,84.1
4904,1,NA,"2009-01-07","W",43,88,"BrF","AB",1,871,871,"2006-08-20","2006-08-20",NA,NA,2009,2006,2006,330,304,6,5,NA,"N",407.180549633698,2355,1487,981.912924396,2.75125573,0,71,-0.283659903,15,"S","HE","G","P","P",328,"Primary",0,0,78,1,"A",0.745464359,6528025,0.550463972,78.1
4933,1,NA,"2008-05-01","S",60,128,"BrM","ABX",1,600.958333333333,600.958333333333,"2006-09-08","2006-09-08",NA,NA,2008,2006,2006,357,326,7,6,NA,"N",116.914498673176,1267,1045,981.912924396,2.75125573,1,0,0.338172985,16.29999924,"S","MB","G","P","H",0,"Primary",0,0,109,1,"A",0.751275638,6589489,0.558094888,109.1
4947,1,NA,"2008-11-03","W",110,81,"BrM","ABX",1,753,753,"2006-10-12","2006-10-12",NA,NA,2008,2006,2006,361,329,5,5,NA,"N",77.8203058333749,3004,1223,981.912924396,2.75125573,1,38,0.42283632,17,"P","HE","B","D","P",0,"Primary",0,0,51,1,"A",0.633597253,5400976,0.410537903,51.2
4957,1,NA,"2008-07-26","S",177,165,"BrM","ABX",1,648.958333333333,648.958333333333,"2006-10-16","2006-10-16",NA,NA,2008,2006,2006,357,326,6,6,NA,"N",223.03362975121,3669,4022,981.912924396,2.75125573,1,89,-0.064888656,15.60000038,"P","HE","B","P","H",370,"Primary",0,0,50,2,"A",0.881060852,8037225,0.737835084,50.1
4957,1,NA,"2008-07-26","S",177,165,"BrM","ABX",1,648.958333333333,648.958333333333,"2006-10-16","2006-10-16",NA,NA,2008,2006,2006,357,326,6,6,NA,"N",223.03362975121,3669,4022,981.912924396,2.75125573,1,57,0.257112736,16,"S","HD","G","P","P",0,"Primary",0,0,45,1,"A",0.701879772,6076225,0.494371825,45.1
4965,1,NA,"2008-02-12","W",53,127,"BrF","ABX",1,480,480,"2006-10-20","2006-10-20",NA,NA,2008,2006,2006,393,349,4,3,NA,"N",224.802135221176,2655,1936,578.85254053,2.824358152,0,27,0.811295113,18,"S","HE","G","P","P",1055,"Primary",0,0,33,1,"A",0.694131401,5997601,0.484610451,33.1
4999,1,NA,"2007-11-12","W",58,45,"H","OFL",2,268,268,"2007-02-17","2007-02-17",NA,NA,2007,2007,2007,393,349,4,2,NA,"N",299.82661656364,1721,2004,578.85254053,2.824358152,0,78,0.436866722,16.60000038,"C","MB","G","P","P",0,"Primary",0,0,107,1,"A",0.671854835,5774409,0.456900583,107.1
5000,1,NA,"2008-02-12","W",135,157,"BrM","H",1,479,479,"2006-10-21","2006-10-21",NA,NA,2008,2006,2006,393,349,4,3,NA,"N",105.621967412087,1706,1699,578.85254053,2.824358152,1,60,0.311264705,16,"C","HE","G","P","P",156,"Primary",0,0,43,1,"A",0.69848986,6041764,0.490093402,43.1
5009,1,NA,"2007-01-22","W",13,48,"ABX","CH",2,90,90,"2006-10-24","2006-10-24",NA,NA,2007,2006,2006,389,332,5,3,NA,"N",272.976189437834,2521,1438,826.155111578,3.293563544,0,0,-0.604010102,14.10000038,"S","TC","G","P","P",2417,"Primary",1,1,44,1,"A",1.685438619,20214016,2.249615407,44.2
5072,1,NA,"2008-11-03","W",47,30,"BrM","ABX",1,563,563,"2007-04-20","2007-04-20",NA,NA,2008,2007,2007,361,329,7,6,NA,"N",52.8109837060436,1927,1565,981.912924396,2.75125573,1,112,0.243748181,16.10000038,"S","MB","G","D","P",981,"Primary",0,0,44,1,"A",0.891714862,8162449,0.753381969,44.2
5173,0,1,NA,NA,129,NA,NA,NA,NA,NA,NA,"2007-06-03","2007-06-03",1,1,NA,2007,2007,304,288,4,4,1,"Y",NA,NA,NA,1136.736848003,3.127143292,0,33,-0.441702324,13.69999981,"P","HE","B","P","P",135,"Primary",0,0,31,2,"A",0.687351577,5929225,0.476121392,31.2
5173,0,1,NA,NA,129,NA,NA,NA,NA,NA,NA,"2007-06-03","2007-06-03",1,1,NA,2007,2007,304,288,4,4,1,"Y",NA,NA,NA,1136.736848003,3.127143292,0,27,-0.533702722,15.39999962,"C","MB","G","P","P",367,"Non-primary",0,0,110,1,"A",0.621974696,5290000,0.396759943,110.1
5217,1,NA,"2009-04-20","W",125,159,"ABX","ABX",2,329.958333333333,329.958333333333,"2008-05-25","2008-05-25",NA,NA,2009,2008,2008,330,304,5,5,NA,"N",184.271538768199,2706,1563,981.912924396,2.75125573,0,56,0.035275189,15.89999962,"S","MB","G","D","H",518,"Non-primary",0,0,35,2,"A",0.693162855,5987809,0.483394749,35.2
5217,1,NA,"2009-04-20","W",125,159,"ABX","ABX",2,329.958333333333,329.958333333333,"2008-05-25","2008-05-25",NA,NA,2009,2008,2008,330,304,5,5,NA,"N",184.271538768199,2706,1563,981.912924396,2.75125573,0,10,0.265276183,15.80000019,"S","LMG","G","P","P",0,"Non-primary",0,0,96,1,"A",0.442309343,3721041,0.201969596,96.1
5235,1,NA,"2010-02-07","W",68,42,"BrM","H",1,617,617,"2008-05-31","2008-05-31",NA,NA,2010,2008,2008,347,294,6,5,NA,"N",107.354552767919,1136,2351,1174.006612919,4.308373733,1,69,0.000901528,15,"P","HE","G","P","P",317,"Primary",0,0,61,1,"A",0.422454142,3564544,0.182540086,61.1
5267,1,NA,"2008-11-03","W",101,2,"BrF","ABX",1,319,319,"2007-12-20","2007-12-20",NA,NA,2008,2007,2007,361,329,3,3,NA,"N",511.281722732194,2081,2406,981.912924396,2.75125573,0,91,-0.286867762,14,"S","HE","G","P","P",342,"Primary",0,0,77,1,"A",0.509139043,4272489,0.270433302,77.1
5290,0,1,NA,NA,62,NA,NA,NA,NA,NA,NA,"2008-10-23","2008-07-07",1,1,NA,2008,2008,330,304,3,2,NA,"N",NA,NA,NA,981.912924396,2.75125573,1,7,-0.070630491,15.5,"S","HE","B","D","P",0,"Primary",0,0,45,1,"A",0.271360907,2483776,0.048359923,45.2
5291,1,NA,"2010-08-16","S",165,129,"BrM","ABX",1,661.958333333333,761.958333333333,"2008-10-23","2008-07-15",NA,NA,2010,2008,2008,334,290,6,5,NA,"N",74.4043009509531,3000,2968,1193.788676396,3.736057315,1,63,0.580374984,16.5,"C","HE","B","P","P",322,"Primary",0,0,67,1,"A",0.531899883,4468996,0.294830158,67.1
5321,1,NA,"2010-02-07","W",60,57,"BrM","OFL",1,326,326,"2009-03-18","2009-03-18",NA,NA,2010,2009,2009,347,294,5,4,NA,"N",42.4264068711929,1419,1706,1174.006612919,4.308373733,1,3,0.331158096,16.5,"C","MB","G","P","P",0,"Primary",0,0,93,1,"A",0.297027386,2653641,0.069449106,93.1
5334,1,NA,"2010-05-09","S",125,72,"BrM","ABX",1,412.958333333333,412.958333333333,"2009-03-22","2009-03-22",NA,NA,2010,2009,2009,273,270,6,5,NA,"N",171.767284428671,2706,2129,1193.788676396,3.736057315,1,13,0.856517736,19,"S","LMG","G","P","P",382,"Primary",0,0,60,1,"A",0.279109278,2534464,0.054652971,60.1
5338,1,NA,"2010-05-09","S",178,155,"BrM","ABX",1,389.958333333333,389.958333333333,"2009-04-14","2009-04-14",NA,NA,2010,2009,2009,273,270,3,3,NA,"N",60.00833275471,2771,2564,1193.788676396,3.736057315,1,51,-0.134260336,15.5,"C","HE","G","P","P",372,"Primary",0,0,43,1,"A",0.259738351,2408704,0.039039539,43.1
5508,1,NA,"2010-02-07","W",48,68,"BrM","CH",1,84,168,"2009-11-15","2009-08-23",NA,NA,2010,2009,2009,347,294,5,4,NA,"N",47.6340214552582,1333,1136,1174.006612919,4.308373733,1,0,0.901560549,18,"S","LMG","G","P","P",365,"Primary",0,0,32,1,"A",0.15029261,1758276,-0.041712791,32.1
5513,1,NA,"2011-02-01","W",46,47,"BrM","AB",1,445,537,"2009-11-13","2009-08-13",NA,NA,2011,2009,2009,334,290,5,4,NA,"N",47.169905660283,2093,3338,1193.788676396,3.736057315,1,19,0.887051291,18.20000076,"C","MB","G","P","P",471,"Primary",0,0,113,1,"A",0.190487285,1985281,-0.013529529,113.1
5514,1,NA,"2011-02-01","W",43,57,"BrF","AB",1,445,530,"2009-11-13","2009-08-20",NA,NA,2011,2009,2009,334,290,5,4,NA,"N",325.854261902465,2258,1706,1193.788676396,3.736057315,0,121,-0.97122901,13,"C","MB","G","P","P",1,"Primary",0,0,75,2,"A",0.172084903,1879641,-0.026645011,75.1
5514,1,NA,"2011-02-01","W",43,57,"BrF","AB",1,445,530,"2009-11-13","2009-08-20",NA,NA,2011,2009,2009,334,290,5,4,NA,"N",325.854261902465,2258,1706,1193.788676396,3.736057315,0,43,-0.925228811,14,"C","MB","G","P","P",1130,"Primary",0,0,74,1,"A",0.17160063,1876900,-0.026985313,74.1
5517,0,1,NA,NA,2,NA,NA,NA,NA,NA,NA,"2009-11-12","2009-11-12",1,1,NA,2009,2009,364,338,4,4,1,"Y",NA,NA,NA,1167.56180546,3.987349657,0,128,0.595417668,18.5,"P","HE","B","P","P",1313,"Non-primary",0,0,42,1,"A",0.260222624,2411809,0.039425033,42.2
5522,1,NA,"2011-02-01","W",58,126,"BrM","ABX",1,442,442,"2009-11-16","2009-11-16",NA,NA,2011,2009,2009,334,290,4,4,NA,"N",29,1878,2241,1193.788676396,3.736057315,1,93,0.450019523,17,"S","HE","G","P","H",524,"Primary",0,0,53,1,"A",0.159978074,1811716,-0.035078076,53.1
5523,1,NA,"2011-02-01","W",58,60,"BrM","ABX",1,442,442,"2009-11-16","2009-11-16",NA,NA,2011,2009,2009,334,290,4,4,NA,"N",87.6584280032445,1878,2344,1193.788676396,3.736057315,1,124,0.519034156,18,"S","LMG","G","P","P",279,"Primary",0,0,28,1,"A",0.147871244,1745041,-0.043355951,28.1
5523,1,NA,"2011-02-01","W",58,60,"BrM","ABX",1,442,442,"2009-11-16","2009-11-16",NA,NA,2011,2009,2009,334,290,4,4,NA,"N",87.6584280032445,1878,2344,1193.788676396,3.736057315,1,83,0.519034156,16,"S","HE","G","P","P",24,"Primary",0,0,52,2,"A",0.159493801,1809025,-0.035412171,52.1
5525,1,NA,"2010-02-07","W",30,47,"AB","CH",2,83,176,"2009-11-16","2009-08-15",NA,NA,2010,2009,2009,347,294,3,2,NA,"N",55.0363516232681,1681,3962,1174.006612919,4.308373733,0,6,-0.086078968,15.39999962,"C","MB","G","P","P",57,"Non-primary",0,0,113,2,"A",0.189034465,1976836,-0.014577998,113.1
5525,1,NA,"2010-02-07","W",30,47,"AB","CH",2,83,176,"2009-11-16","2009-08-15",NA,NA,2010,2009,2009,347,294,3,2,NA,"N",55.0363516232681,1681,3962,1174.006612919,4.308373733,0,139,-0.270079763,16,"S","HE","G","P","H",414,"Non-primary",0,0,56,1,"A",0.161430893,1819801,-0.034074302,56.1
5530,1,NA,"2011-02-01","W",172,82,"BrF","ABX",1,429,531,"2009-11-29","2009-08-19",NA,NA,2011,2009,2009,334,290,3,3,NA,"N",319.6576293474,1278,2093,1193.788676396,3.736057315,0,166,-0.07557236,15.60000038,"C","HE","B","P","P",740,"Primary",0,0,50,1,"A",0.255864165,2383936,0.035964527,50.2
5536,1,NA,"2011-07-18","S",3,490,"BrF","H",1,476.958333333333,476.958333333333,"2010-03-28","2010-03-28",NA,NA,2011,2010,2010,331,294,7,6,NA,"N",49.0306026885251,3977,1381,2355.4151796,8.981450234,0,6,-0.681692391,14.10000038,"S","MB","G","P","P",210,"Primary",0,0,106,2,"A",0.121720492,1605289,-0.060706526,106.1
5536,1,NA,"2011-07-18","S",3,490,"BrF","H",1,476.958333333333,476.958333333333,"2010-03-28","2010-03-28",NA,NA,2011,2010,2010,331,294,7,6,NA,"N",49.0306026885251,3977,1381,2355.4151796,8.981450234,0,20,-0.865693186,14.5,"S","SH","B","D","P",937,"Primary",0,0,47,1,"A",0.020023122,1117249,-0.121297963,47.2
5559,1,NA,"2010-11-05","W",173,111,"BrM","CH",1,304,304,"2010-01-05","2010-01-05",NA,NA,2010,2010,2010,273,270,6,5,NA,"N",104.694794521982,1983,1705,1193.788676396,3.736057315,1,1,0.865199932,18,"C","LMG","G","P","P",1073,"Primary",0,0,70,1,"A",0.143997059,1723969,-0.045972095,70.1
5575,1,NA,"2011-02-01","W",74,531,"BrF","FL",1,166,166,"2010-08-19","2010-08-19",NA,NA,2011,2010,2010,334,290,7,6,NA,"N",51,1519,342,1193.788676396,3.736057315,0,0,0.596183786,19,"S","HE","G","P","P",0,"Primary",0,0,59,1,"A",0.029224313,1157776,-0.116266431,59.1
5575,1,NA,"2011-02-01","W",74,531,"BrF","FL",1,166,166,"2010-08-19","2010-08-19",NA,NA,2011,2010,2010,334,290,7,6,NA,"N",51,1519,342,1193.788676396,3.736057315,0,4,0.642183985,14.60000038,"S","HE","B","P","P",332,"Primary",0,0,26,2,"A",0.190003011,1982464,-0.013879267,26.1
