BirdID,CatchID,OccasionID,OccasionDate,EnvironmentScore,ExplorationTestTime,RemarksExploration,ObjectScore,BoldnessTestTime,RemarksObject,Weather,Wind,TentTerritoryID,Observer,TentColour,ExplorationBranchOrientation
1869,8518,5280,10/02/2014,53,00/01/1900,,90,00/01/1900,,P,2,2,HE,B,P
5517,8523,5283,12/02/2014,17,00/01/1900,,128,00/01/1900,,P,1,2,HE,B,P
6030,8521,5286,13/02/2014,6,00/01/1900,,1,00/01/1900,,P,1,2,HE,B,P
6016,8522,5286,13/02/2014,7,00/01/1900,,39,00/01/1900,,P,1,2,HE,B,P
6065,8526,5288,14/02/2014,3,00/01/1900,,0,00/01/1900,,P,2,2,HE,B,P
3462,8524,5288,14/02/2014,38,00/01/1900,,111,00/01/1900,,P,2,2,HE,B,P
2966,8528,5294,17/02/2014,35,00/01/1900,,88,00/01/1900,,P,1,2,HE,B,P
6067,8529,5296,18/02/2014,3,00/01/1900,,23,00/01/1900,,P,1,2,HE,B,P
5530,8530,5299,20/02/2014,128,00/01/1900,,166,00/01/1900,,C,0,2,HE,B,P
5826,8532,5305,24/02/2014,5,00/01/1900,,1,00/01/1900,,S,0,2,HE,B,P
6068,8531,5306,24/02/2014,,,,,,,S,0,2,HE,B,P
5652,8534,5307,25/02/2014,45,00/01/1900,,86,00/01/1900,,S,0,2,HE,B,P
6011,8535,5313,28/02/2014,46,00/01/1900,,84,00/01/1900,,S,0,2,HE,B,P
5683,8625,9260,20/06/2014,81,00/01/1900,,95,00/01/1900,,P,0,2,MB,B,P
6142,8638,9267,21/06/2014,6,00/01/1900,,76,00/01/1900,,P,0,2,HE,B,P
6141,8637,9267,21/06/2014,0,00/01/1900,,1,00/01/1900,,P,0,2,HE,B,P
3094,8641,9268,21/06/2014,10,00/01/1900,,107,00/01/1900,,P,0,2,HE,B,P
5823,8629,9262,22/06/2014,74,00/01/1900,,68,00/01/1900,,C,0,2,HE,B,P
5839,8628,9262,22/06/2014,11,00/01/1900,,0,00/01/1900,,C,0,2,HE,B,P
6138,8634,9263,23/06/2014,2,00/01/1900,,0,00/01/1900,,C,0,2,HE,B,P
6018,8631,9264,23/06/2014,16,00/01/1900,,24,00/01/1900,,P,0,2,HE,B,P
6140,8636,9263,23/06/2014,42,00/01/1900,,,,,P,0,2,HE,B,P
2991,8632,9264,23/06/2014,112,00/01/1900,,48,00/01/1900,,P,0,2,HE,B,P
6147,8651,9274,25/06/2014,6,00/01/1900,,3,00/01/1900,,C,1,2,HE,B,P
6028,8658,9277,26/06/2014,47,00/01/1900,,100,00/01/1900,,R,1,2,MB,B,P
5769,8661,9276,26/06/2014,33,00/01/1900,,22,00/01/1900,,P,1,2,HE,B,P
5626,8665,9279,27/06/2014,2,00/01/1900,,47,00/01/1900,,S,0,2,HE,B,P
5575,8666,9279,27/06/2014,30,00/01/1900,,4,00/01/1900,,S,0,2,HE,B,P
5908,8675,9281,28/06/2014,69,00/01/1900,,75,00/01/1900,,S,0,2,HE,B,P
6158,8683,9285,30/06/2014,10,00/01/1900,,27,00/01/1900,,S,0,2,HE,B,P
1824,8704,9300,05/07/2014,44,00/01/1900,,77,00/01/1900,,C,0,2,HE,B,P
6029,8705,9300,05/07/2014,37,00/01/1900,,55,00/01/1900,,C,0,2,HE,B,P
5604,8703,9298,05/07/2014,109,00/01/1900,,62,00/01/1900,,C,0,2,HE,B,P
6046,8715,9307,08/07/2014,21,00/01/1900,,57,00/01/1900,,S,0,2,HE,B,P
5584,8724,9311,11/07/2014,14,00/01/1900,,1,00/01/1900,,P,0,2,HE,B,P
5634,8727,9311,11/07/2014,22,00/01/1900,,18,00/01/1900,,P,0,2,HE,B,P
6181,8739,9328,18/07/2014,7,00/01/1900,,1,00/01/1900,,P,0,2,HE,B,P
5907,8738,9332,18/07/2014,13,00/01/1900,,31,00/01/1900,,P,0,2,HE,B,P
6180,8737,9332,18/07/2014,17,00/01/1900,,44,00/01/1900,,P,0,2,HE,B,P
6175,8744,9332,18/07/2014,50,00/01/1900,,27,00/01/1900,,P,0,2,HE,B,P
4957,8746,9337,21/07/2014,108,00/01/1900,,89,00/01/1900,,P,0,2,HE,B,P
6185,8752,9340,23/07/2014,6,00/01/1900,,5,00/01/1900,,P,0,2,HE,B,P
6186,8753,9340,23/07/2014,15,00/01/1900,,18,00/01/1900,,P,0,2,HE,B,P
5834,8763,9362,03/08/2014,17,00/01/1900,,37,00/01/1900,,S,0,2,HE,B,P
6153,8764,9362,03/08/2014,33,00/01/1900,,13,00/01/1900,,P,0,2,HE,B,P
5291,8769,9383,07/08/2014,61,00/01/1900,,63,00/01/1900,,C,0,2,HE,B,P
5780,8771,9385,08/08/2014,84,00/01/1900,,28,00/01/1900,,P,0,2,MB,B,P
5779,8819,9441,17/09/2014,33,00/01/1900,,64,00/01/1900,,S,1,2,KLB,B,P
6166,8876,9463,25/09/2014,15,00/01/1900,,96,00/01/1900,,P,1,2,KLB,B,P
2986,8469,4869,26/09/2013,32,00/01/1900,,43,00/01/1900,,C,1,2,MB,G,P
6196,8910,10860,28/01/2015,6,00/01/1900,,50,00/01/1900,,C,2,2,MB,G,D
6261,8899,10859,29/01/2015,31,00/01/1900,,30,00/01/1900,people talking around,C,2,2,MB,G,D
6213,8911,10859,29/01/2015,11,00/01/1900,,6,00/01/1900,a tourist close to tent,C,2,2,MB,G,D
6309,8904,10859,29/01/2015,5,00/01/1900,starts raining during test,13,00/01/1900,rain,C,2,2,MB,G,D
6267,8902,10861,30/01/2015,0,00/01/1900,,14,00/01/1900,,C,2,2,MB,G,D
5909,8912,10861,30/01/2015,50,00/01/1900,preening,105,00/01/1900,,C,2,2,MB,G,D
6268,8907,10862,31/01/2015,16,00/01/1900,,28,00/01/1900,,C,2,2,MB,G,D
6209,8917,10862,31/01/2015,2,00/01/1900,,19,00/01/1900,,C,2,2,MB,G,D
6150,8915,10862,31/01/2015,42,00/01/1900,,63,00/01/1900,,C,2,2,MB,G,D
6137,8914,10862,31/01/2015,9,00/01/1900,,20,00/01/1900,,C,2,2,MB,G,D
6272,8909,10862,31/01/2015,2,00/01/1900,,0,00/01/1900,didn't move,C,2,2,MB,G,D
5820,8913,10862,31/01/2015,34,00/01/1900,,99,00/01/1900,clean its beack on tree,C,2,2,MB,G,D
5829,8916,10862,31/01/2015,12,00/01/1900,"alarm
preen",73,00/01/1900,"preen 
sing to reply to another bird singing above tent",C,2,2,MB,G,D
6240,8920,10863,02/02/2015,0,00/01/1900,,20,00/01/1900,beack touch to tree,S,1,2,MB,G,D
6230,8919,10863,02/02/2015,0,00/01/1900,,21,00/01/1900,hops around on stick from 80 to 20 cm from monkey,S,1,2,MB,G,D
6045,8927,10866,03/02/2015,12,00/01/1900,,24,00/01/1900,,S,1,2,MB,G,D
6312,8924,10865,04/02/2015,0,00/01/1900,,3,00/01/1900,,S,1,2,MB,G,D
6009,8926,10864,05/02/2015,0,00/01/1900,,0,00/01/1900,didn't move,S,1,2,MB,G,D
6185,8934,10864,05/02/2015,52,00/01/1900,,75,00/01/1900,alarm,S,1,2,MB,G,D
5217,8935,10864,05/02/2015,38,00/01/1900,,56,00/01/1900,,S,1,2,MB,G,D
6205,8936,10867,06/02/2015,0,00/01/1900,tourists around talking,19,00/01/1900,waited for tourists to leave,S,1,2,MB,G,D
6273,8944,10868,07/02/2015,0,00/01/1900,,8,00/01/1900,alarm,S,1,2,MB,G,D
6199,8937,10868,07/02/2015,26,00/01/1900,"sing 
alarm",68,00/01/1900,"sing 
alarm",S,1,2,MB,G,D
6219,8940,10868,07/02/2015,0,00/01/1900,,27,00/01/1900,"another warbler singing above net
beack touch to tree",S,1,2,MB,G,D
6313,8945,10876,09/02/2015,28,00/01/1900,,63,00/01/1900,,S,1,2,MB,G,D
6239,8946,10877,10/02/2015,23,00/01/1900,,51,00/01/1900,alarm,S,1,2,MB,G,D
3085,8962,10880,13/02/2015,30,00/01/1900,,45,00/01/1900,,S,2,2,MB,G,D
6047,8963,10880,13/02/2015,35,00/01/1900,,66,00/01/1900,"beack touch to trees
preening",S,2,2,MB,G,D
5072,8961,10881,14/02/2015,89,00/01/1900,,112,00/01/1900,,S,2,2,MB,G,D
5748,8960,10886,18/02/2015,2,00/01/1900,,6,00/01/1900,,S,1,2,MB,G,D
5749,8956,10885,19/02/2015,16,00/01/1900,,25,00/01/1900,,S,2,2,MB,G,D
1729,8968,10899,24/02/2015,47,00/01/1900,,136,00/01/1900,,P,2,2,MB,G,D
5620,8978,10907,26/02/2015,32,00/01/1900,sing,50,00/01/1900,sing,S,2,2,MB,G,D
6149,8975,10900,27/02/2015,14,00/01/1900,,50,00/01/1900,,S,1,2,MB,G,D
6160,8976,10900,27/02/2015,23,00/01/1900,"visit the floor
preen",40,00/01/1900,,S,1,2,MB,G,D
6548,9208,11582,05/02/2016,11,00/01/1900,,62,00/01/1900,Release time estimated. Bird landed on novel object,S,2,2,DJW,B,P
6012,9212,11584,05/02/2016,31,00/01/1900,,79,00/01/1900,Release time estimated. Bird landed on novel object.,S,2,,DJW,B,P
6384,9213,11584,05/02/2016,15,00/01/1900,,22,00/01/1900,Release time estimated.,S,2,,DJW,B,P
6549,9209,11582,05/02/2016,9,00/01/1900,,3,00/01/1900,Release time estimated.,S,2,,DJW,B,P
5597,9214,11584,05/02/2016,8,00/01/1900,,56,00/01/1900,Release time estimated.,S,2,,LJR,B,P
6374,9216,11582,05/02/2016,0,00/01/1900,Bird did not move.,31,00/01/1900,"Release time estimated. 
Bird preened.",S,2,,LJR,B,P
6551,9211,11583,06/02/2016,5,00/01/1900,,0,00/01/1900,Bird did not move during test. Release time estimated.,S,2,,LJR,B,P
6552,9217,11587,07/02/2016,22,00/01/1900,Most of the time flights were between roof and floor.,34,00/01/1900,FULL TEST NOT DONE - bird too stressed so test terminated at 03:37. Release time estimated.,S,2,,DJW,B,P
6554,9220,11593,10/02/2016,13,00/01/1900,,91,00/01/1900,Release time estimated.,S,2,,LJR,B,P
6221,9225,11593,10/02/2016,15,00/01/1900,,46,00/01/1900,Release time estimated.,S,2,,DJW,B,P
6556,9222,11593,10/02/2016,10,00/01/1900,,22,00/01/1900,Release time estimated.,S,2,,LJR,B,P
6557,9223,11594,11/02/2016,2,00/01/1900,Tree visits inferred from other data.,24,00/01/1900,Release time estimated.,S,2,,DJW,B,P
6313,9224,11595,11/02/2016,23,00/01/1900,Fairly active. Preened a lot.,65,00/01/1900,Release time estimated.,S,2,,LJR,B,P
6213,9228,11596,12/02/2016,28,00/01/1900,,10,00/01/1900,2 groups of tourists walked past tent but did not disturb test. Release time estimated.,S,2,,DJW,B,P
6560,9230,11597,13/02/2016,6,00/01/1900,,46,00/01/1900,Bird panting  and looking distressed. Release time estimated.,S,2,,DJW,B,P
5776,9231,11597,13/02/2016,93,00/01/1900,Very active bird. Sang briefly during test.,101,00/01/1900,Release time estimated.,S,2,,LJR,B,P
6563,9234,11606,18/02/2016,25,00/01/1900,,47,00/01/1900,Release time estimated.,S,2,,DJW,B,P
6564,9235,11607,19/02/2016,3,00/01/1900,Did not move until after 4 minutes into the test.,25,00/01/1900,Short bursts of song during test. Release time estimated.,S,2,,LJR,B,P
6565,9236,11608,19/02/2016,46,00/01/1900,,80,00/01/1900,Release time estimated.,S,2,,LJR,B,P
6566,9237,11607,19/02/2016,15,00/01/1900,,37,00/01/1900,Bird landed on novel object. Release time estimated.,S,2,,DJW,B,P
6170,9242,11610,20/02/2016,8,00/01/1900,,0,00/01/1900,Bird did not move during test. Release time estimated.,S,2,,LJR,B,P
6169,9243,11610,20/02/2016,62,00/01/1900,,94,00/01/1900,"Birds sang and called during test, Release time estimated.",S,2,,LJR,B,P
5547,9244,11611,20/02/2016,71,00/01/1900,Called and sang frequently during test.,73,00/01/1900,Bird sang during test. Release time estimated.,S,2,,LJR,B,P
6567,9238,11611,20/02/2016,46,00/01/1900,,10,00/01/1900,Bird spent some time preening. Release time estimated.,S,2,,DJW,B,P
6568,9239,11612,21/02/2016,0,00/01/1900,Bird did not move.,0,00/01/1900,Bird did not move during test. Release time estimated.,C,2,,LJR,B,P
6309,9241,11612,21/02/2016,0,00/01/1900,Bird did not move,0,00/01/1900,Bird did not move during test. Release time estimated.,C,2,,LJR,B,P
6382,9246,11618,24/02/2016,54,00/01/1900,,119,00/01/1900,Bird panting near beginning of test. Release time estimated.,C,0,,LJR,B,P
5855,9247,11618,24/02/2016,65,00/01/1900,,86,00/01/1900,Release time estimated.,C,0,,LJR,B,P
6571,9248,11619,25/02/2016,3,00/01/1900,,18,00/01/1900,Release time estimated.,C,0,,LJR,B,P
6573,9254,11631,02/03/2016,0,00/01/1900,Bird not looking well so no novel object test done.,,00/01/1900,NOVEL OBJECT TEST NOT DONE! INFO HERE IS NOT CORRECT AND ONLY ENTERED AS DATABASE INSISTS I ENTER SOMETHING HERE. Release time estimated.,S,1,,LJR,B,P
5904,9257,11632,02/03/2016,40,00/01/1900,Group of tourists stopped right beside tent just after exploration test finished - novel object test not done!,,00/01/1900,NOVEL OBJECT TEST NOT DONE! INFO HERE IS NOT CORRECT AND ONLY ENTERED AS DATABASE INSISTS I ENTER SOMETHING HERE. Release time estimated.,S,1,,LJR,B,P
6279,9260,11635,04/03/2016,11,00/01/1900,,7,00/01/1900,Bird sat in one place on the novel stick for most of the test. Release time estimated.,S,1,,LJR,B,P
6378,10034,13383,07/09/2016,9,00/01/1900,hung x 3 pants,53,00/01/1900,perhaps a bit stressed,S,2,3,DR,B,P
6196,10049,13403,08/09/2016,32,00/01/1900,calm no panting,60,00/01/1900,"one alarm call, no other signs",S,2,3,DR,B,P
6660,10032,13382,10/09/2016,14,00/01/1900,"calm, preen",26,00/01/1900,ok looked calm even though it did hang from top for a while…no different than in trees,C,0,3,DR,B,P
6019,10020,13377,09/09/2016,78,00/01/1900,lots preening calm,110,00/01/1900,panting. Preening on ground,S,2,3,DR,B,P
6673,10055,13405,12/09/2016,1,00/01/1900,did nothing,1,00/01/1900,calm sat on branch,S,2,3,DR,B,P
6690,10729,14042,08/02/2019,32,00/01/1900,"All flights were to and from roof
30-60s spent preening",23,00/01/1900,,S,1,2,TC,N,V
7086,10754,14059,08/02/2019,0,00/01/1900,"no response
warbler singing outside of tent",0,00/01/1900,no response,S,1,2,TC,N,V
6777,10726,14042,08/02/2019,0,00/01/1900,no response,0,00/01/1900,no response,S,1,2,TC,N,V
7077,10745,14043,09/02/2019,0,00/01/1900,"no response
eyes shut for approx. 2 mins
warbler singing outside",33,00/01/1900,pecked at roof,S,0,2,TC,N,V
6921,10727,14043,09/02/2019,37,00/01/1900,"all flights to and from roof
warbler singing outside of tent",20,00/01/1900,"warber sang once
warblers singing outside",S,0,2,TC,N,V
6886,10725,14041,09/02/2019,25,00/01/1900,all flights to and from roof,66,00/01/1900,"alarmed 7 times, sang once",S,0,2,TC,N,P
6865,10731,14046,11/02/2019,0,00/01/1900,no response,0,00/01/1900,no response,S,0,2,TC,N,V
6836,10732,14047,12/02/2019,0,00/01/1900,no response,5,00/01/1900,,S,0,2,TC,N,V
5779,10742,14054,12/02/2019,0,00/01/1900,"no response
getting dark - boldness assay skipped",,,,T,0,2,TC,N,V
5009,10740,14052,14/02/2019,0,00/01/1900,"no response - only looked around the room
warbler singing outside",0,00/01/1900,no response,S,0,2,TC,N,V
7079,10747,14057,14/02/2019,4,00/01/1900,bird looking around tent whole time,5,00/01/1900,"spent almost whole time looking around the room
flight may have been response to tourists arriving 1min before end? Although they were very quiet (I did not notice them until assay was done)",S,0,2,TC,N,V
7080,10748,14058,15/02/2019,0,00/01/1900,bird had eyes shut whole time and panting for last two minutes,,00/01/1900,birds eyes shut and panting so aborted assay,S,0,2,TC,N,V
6764,10728,14044,07/02/2019,0,00/01/1900,warbler(s) singing outside of tent,2,00/01/1900,,S,0,2,TC,N,V
7091,10763,14063,17/02/2019,5,00/01/1900,,4,00/01/1900,,T,0,2,TC,N,T
6884,10764,14064,20/02/2019,10,00/01/1900,3 flights to and from roof,23,00/01/1900,warbler singing in background,S,1,2,TC,N,T
6384,10765,14065,20/02/2019,3,00/01/1900,tourists talking outside,,00/01/1900,,S,0,2,TC,N,T
6831,10758,14061,22/02/2019,0,00/01/1900,Eyes shut whole time,0,00/01/1900,no response,S,1,2,TC,N,T
5679,10761,14061,22/02/2019,80,00/01/1900,,166,00/01/1900,"alarmed twice
sing six times",S,1,2,TC,N,T
6230,10766,14067,23/02/2019,50,00/01/1900,,107,00/01/1900,sang once,S,2,2,TC,N,T
7094,10769,14072,25/02/2019,0,00/01/1900,warbler singing outside,30,00/01/1900,,C,0,2,TC,N,D
6697,10774,14075,25/02/2019,0,00/01/1900,,0,00/01/1900,,C,0,2,TC,N,D
6877,10772,14072,25/02/2019,0,00/01/1900,,57,00/01/1900,,C,0,2,TC,N,D
7074,10773,14074,26/02/2019,3,00/01/1900,,0,00/01/1900,,C,0,2,TC,N,D
6645,10770,14073,27/02/2019,0,00/01/1900,,23,00/01/1900,,S,0,2,TC,N,D
7093,10768,14071,28/02/2019,0,00/01/1900,,19,00/01/1900,,S,1,2,TC,N,D
7097,10778,14079,01/03/2019,0,00/01/1900,eyes shut for last minute,0,00/01/1900,,S,0,2,TC,N,D
7096,10777,14078,02/03/2019,0,00/01/1900,,2,00/01/1900,,S,0,2,TC,N,D
6900,10782,14091,04/03/2019,21,00/01/1900,,31,00/01/1900,begging FLs and singing warbler outside tent,S,0,2,TC,N,D
5822,10781,14084,05/03/2019,9,00/01/1900,,,00/01/1900,,S,0,2,TC,N,D
6863,10759,14062,22/02/2019,11,00/01/1900,,14,00/01/1900,alarmed 35 times and sung 6 times,S,1,2,TC,N,T
6882,10864,14340,25/07/2019,0,00/01/1900,,,,,S,0,2,TC,G,D
6777,10867,14384,10/08/2019,2,00/01/1900,,127,00/01/1900,"sing twice, 90 of the flights were to the roof of tent and back",S,0,2,TC,G,D
6546,10874,14369,17/08/2019,26,00/01/1900,,67,00/01/1900,,S,0,2,TC,G,D
6910,10875,14390,17/08/2019,,00/01/1900,,27,00/01/1900,all flights were to the roof and back,C,1,2,TC,B,D
6777,10876,14390,17/08/2019,3,00/01/1900,,57,00/01/1900,28 flights are to the roof and back. Singx4,C,1,2,TC,G,D
6385,10870,14387,19/08/2019,18,00/01/1900,,60,00/01/1900,"sing1, also preened",S,1,2,TC,B,D
6155,10885,14395,01/09/2019,0,00/01/1900,,,,,C,1,2,TC,G,D
7132,10940,14494,02/03/2020,5,00/01/1900,,53,00/01/1900,"30s latency, 20m distance from obj",P,1,2,SW,G,D
7144,10978,14494,02/03/2020,0,00/01/1900,tourists nearby,,,,P,1,2,TJB,G,D
6693,10943,14496,02/03/2020,0,00/01/1900,,1,00/01/1900,latency 10s,P,1,2,TJB,G,D
6909,10945,14498,03/03/2020,0,00/01/1900,,10,00/01/1900,"80CM from obj (max dist), 5s latency, sang twice",S,1,2,TJB,G,D
7133,10941,14495,03/03/2020,0,00/01/1900,,0,00/01/1900,no response,P,1,2,MAD,G,D
6859,10944,14497,03/03/2020,0,00/01/1900,,6,00/01/1900,"10cm from obj, 10s latency",P,1,2,MAD,G,D
7131,10939,14493,04/03/2020,0,00/01/1900,,0,00/01/1900,no response,S,1,2,TJB,G,D
6845,10950,14500,04/03/2020,0,00/01/1900,,43,00/01/1900,tourists,S,1,2,SW,G,D
7116,10954,14502,06/03/2020,2,00/01/1900,,4,00/01/1900,,S,1,2,SW,G,D
7071,10955,14504,06/03/2020,16,00/01/1900,,30,00/01/1900,,S,1,2,MAD,G,D
6926,10966,14509,09/03/2020,24,00/01/1900,,52,00/01/1900,,S,1,2,MAD,G,D
7142,10976,14522,09/03/2020,0,00/01/1900,,21,00/01/1900,20cm distance. Tourists,P,1,2,MAD,G,D
7141,10974,14504,06/03/2020,0,00/01/1900,,0,00/01/1900,no response,S,1,2,TJB,G,D
7084,10952,14502,06/03/2020,56,00/01/1900,,96,00/01/1900,,S,1,2,TJB,G,D
6857,10965,14516,09/03/2020,16,00/01/1900,,45,00/01/1900,,S,1,2,TJB,G,D
6917,10953,14503,07/03/2020,8,00/01/1900,,56,00/01/1900,,S,1,2,SW,G,D
6780,10967,14520,11/03/2020,0,00/01/1900,,6,00/01/1900,,S,0,2,TJB,G,D
7137,10970,14504,06/03/2020,3,00/01/1900,,10,00/01/1900,warblers alarming close to tent,S,1,2,MAD,G,D
7143,10977,14508,07/03/2020,2,00/01/1900,,9,00/01/1900,,S,1,2,TJB,G,D
